0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
7.6788,5.9884,8.7399,6.0126,5.8097,7.3144,6.4525,5.5992,9.687,6.6408,6.0531,10.526,5.8582,9.9046,7.6977,12.293,5.6177,8.5533,9.646,6.2308,6.2338,6.4206,6.0885,5.9876,7.5523,9.9115,11.351,9.2561,12.218,7.4232,6.0842,6.1139,10.302,8.284,11.074,6.7653,9.4743,8.0332,8.5121,10.711,11.269,7.4183,9.8262,5.734,6.2144,10.811,7.3087,5.6648,0.0
7.1324,5.4655,8.7321,5.7338,5.4071,6.8923,6.0504,5.0357,9.2804,6.2846,6.0049,10.649,5.5485,10.227,7.437,11.791,5.071,8.1987,10.934,5.7537,5.5837,6.192,7.3732,5.6816,7.7086,10.428,11.473,8.9142,11.549,7.9594,5.7716,6.6966,10.744,8.2597,10.591,6.6503,9.3346,8.1471,8.484,10.431,11.612,7.6514,8.5711,5.3481,5.7446,10.355,7.1686,5.1399,1.0
7.5087,5.7701,8.7632,6.0757,6.1809,7.8921,6.9868,6.0542,8.0121,6.673,6.7667,11.434,6.2904,9.6452,7.4096,11.619,5.7785,7.8308,8.7733,6.3648,7.2241,6.6473,6.3653,6.3049,8.2643,10.079,11.224,9.7434,11.41,7.8364,6.3619,7.0135,10.202,8.7956,11.959,7.9585,9.8478,7.9716,7.2962,9.3811,10.995,7.5212,7.722,6.1254,6.6186,11.872,6.7406,5.9813,0.0
7.0259,5.3324,8.2738,6.3597,6.0991,7.3581,6.1624,5.3408,9.3863,7.0129,6.2518,11.461,5.5866,10.67,7.2014,11.698,5.2008,8.4542,10.153,5.9928,5.696,6.6089,5.7645,6.2726,7.943,10.758,11.396,9.5291,11.919,6.5487,5.818,6.2886,10.256,7.8664,10.72,7.1249,9.0283,8.3953,7.8292,10.765,10.895,7.7305,8.5956,5.6913,6.1836,11.213,7.1289,5.6304,0.0
8.3556,5.361,9.0691,5.6928,5.2537,7.2515,6.9848,5.1829,8.4056,6.2813,6.1745,11.05,5.7329,9.3455,8.1071,11.039,5.0197,8.7374,9.088,5.8328,5.9236,6.0396,6.0334,5.5222,10.14,11.233,12.015,9.1251,11.159,11.577,6.5146,6.1377,10.233,8.223,12.358,6.4427,9.9455,8.4306,8.2648,9.9704,10.154,7.279,8.0011,5.1816,5.988,10.198,7.3152,4.9699,0.0
9.7688,4.8909,9.6398,4.9936,4.8817,5.9888,6.4043,4.4912,8.9596,6.1539,6.3104,10.1771,5.613,8.9054,8.7428,10.9589,4.6417,8.63,10.1427,5.7228,6.6652,5.8648,6.5667,5.6117,6.3328,9.7706,9.9405,9.4382,10.2417,9.0562,6.813,5.622,10.5779,6.9122,11.9226,6.0759,10.9404,8.9869,7.331,9.215,10.4885,8.2694,9.6385,5.0465,7.1654,9.7101,6.7211,5.2343,1.0
5.847,4.9911,9.2189,6.0341,5.4894,9.3941,6.4814,5.1409,9.5773,6.4873,5.6246,10.462,5.5669,10.47,6.888,12.212,5.0176,7.5191,9.034,6.8947,6.0706,5.9096,6.2802,5.462,7.5683,10.897,11.356,9.8348,11.51,5.71,5.5509,5.9085,10.606,7.3756,11.321,7.2834,8.2235,8.6071,8.2134,9.7151,11.373,7.3582,8.9579,5.5661,5.8384,11.17,8.5623,5.1579,0.0
6.3061,4.9927,8.5634,5.6355,5.1846,7.8152,7.0222,4.5023,9.8462,6.3599,6.3977,9.9981,5.4235,9.7032,7.5741,12.044,4.4525,8.5273,8.5526,5.1159,5.7488,6.0742,6.4014,5.8189,7.2265,9.3227,10.791,9.4071,11.697,6.9396,6.3375,5.8225,10.744,7.7615,10.593,7.3363,8.791,8.012,9.0352,10.218,11.739,7.116,9.2527,4.8091,6.2342,10.284,7.2083,4.6532,0.0
8.8273,5.1949,9.3968,6.5075,5.8549,7.6657,6.2171,5.0727,8.9636,6.2155,6.2781,11.408,5.6844,9.8518,7.582,11.596,5.1037,8.1958,8.8859,5.6086,7.0419,6.3809,5.7618,6.0761,8.4136,10.66,11.118,8.893,11.626,10.209,5.8372,7.6046,10.327,8.0734,11.083,7.1708,9.9501,8.0285,7.6598,10.108,11.59,7.3725,7.528,5.6864,6.4078,10.915,6.7847,5.0466,1.0
8.2172,5.8618,8.5185,6.3643,6.1127,7.4397,6.2363,5.6586,9.4794,7.0009,6.2892,11.618,6.2127,9.3549,8.0519,11.946,5.6927,8.6166,9.7304,6.0036,5.8593,6.5916,6.2312,6.2242,8.7756,10.943,12.191,9.4902,11.873,8.0829,6.225,6.6439,9.9546,8.1663,11.12,8.0957,10.323,7.7106,7.7249,10.328,10.787,7.3831,9.4436,5.7549,6.3812,11.334,8.3476,5.6224,0.0
8.4367,5.2096,8.7651,7.299,7.9971,7.7718,5.9102,5.1911,8.8822,6.2421,5.5652,11.387,5.5453,10.113,8.1796,11.468,5.2607,8.481,9.1436,5.7528,5.8768,5.873,7.0096,5.9226,7.9098,11.759,11.608,8.6734,11.996,12.269,5.532,5.7678,10.419,9.076,11.613,5.7359,10.02,8.7584,7.921,9.769,9.8302,8.1326,9.1274,5.4388,6.3545,10.396,7.3492,5.2173,1.0
6.9126,5.5427,8.9339,6.1764,5.8581,7.8154,6.4917,5.4144,9.5485,6.5276,6.2931,10.351,5.634,10.228,7.5848,12.038,5.242,7.8461,9.5364,5.9024,5.9677,6.2547,6.1503,5.8405,8.3875,10.401,12.001,9.3753,11.324,9.5617,5.8081,6.3012,9.6811,8.4172,10.8,7.3999,9.156,7.9609,7.3424,9.6184,11.858,7.4515,9.4404,5.7092,6.6451,10.662,7.9561,5.3463,0.0
